1,610,3,50.0
1,5741,3,50.0
1,2937,3,50.0
1,510,3,50.0
1,2437,1,50.0
2,9636,2,50.0
2,6764,2,50.0
2,4784,2,50.0
2,9027,1,50.0
2,6505,2,50.0
3,3532,3,50.0
3,1362,1,50.0
3,2522,1,50.0
3,9544,3,50.0
3,612,3,50.0
3,3148,2,50.0
3,5938,3,50.0
3,7272,2,50.0
4,4698,2,50.0
4,2083,1,50.0
4,4028,3,50.0
4,2169,1,50.0
4,6530,2,50.0
4,2173,1,50.0
5,2408,2,50.0
5,479,2,50.0
5,7039,3,50.0
5,2693,3,50.0
5,7419,3,50.0
6,1332,2,50.0
6,6806,1,50.0
6,9693,1,50.0
6,1368,2,50.0
6,6054,1,50.0
6,5639,1,50.0
6,1302,2,50.0
7,1861,2,50.0
7,3136,2,50.0
7,4302,2,50.0
7,5247,3,50.0
7,1426,1,50.0
7,8004,3,50.0
7,9066,3,50.0
7,5906,1,50.0
7,7218,3,50.0
8,6618,1,50.0
8,9120,3,50.0
8,843,3,50.0
8,4388,1,50.0
8,161,3,50.0
8,1140,3,50.0
8,8321,1,50.0
8,8535,3,50.0
9,3037,1,50.0
9,1622,2,50.0
9,7750,2,50.0
9,9155,3,50.0
9,9992,3,50.0
9,1315,3,50.0
9,9303,1,50.0
9,4851,1,50.0
10,4749,1,50.0
10,2190,3,50.0
10,6417,1,50.0
10,4624,2,50.0
10,5096,2,50.0
10,6989,3,50.0
10,9309,3,50.0
10,3691,1,50.0
11,7791,3,50.0
11,1785,3,50.0
11,5249,2,50.0
11,226,2,50.0
11,1771,1,50.0
11,2874,3,50.0
11,8845,2,50.0
11,8059,1,50.0
11,9300,2,50.0
12,8243,2,50.0
12,3078,1,50.0
12,6287,3,50.0
12,9925,1,50.0
12,1863,2,50.0
12,4539,3,50.0
12,1880,3,50.0
13,4510,3,50.0
13,8174,1,50.0
13,981,2,50.0
13,6213,2,50.0
13,3078,3,50.0
13,7719,2,50.0
13,5141,2,50.0
13,7799,1,50.0
13,6551,1,50.0
13,4921,1,50.0
14,9503,1,50.0
14,4038,1,50.0
14,9108,1,50.0
14,1268,3,50.0
14,4815,3,50.0
14,9794,3,50.0
14,7789,1,50.0
14,5204,3,50.0
14,2065,3,50.0
15,8106,1,50.0
15,6599,3,50.0
15,434,3,50.0
15,5763,2,50.0
15,2041,2,50.0
15,6737,2,50.0
15,6222,3,50.0
15,8222,1,50.0
16,2897,3,50.0
16,424,1,50.0
16,9521,2,50.0
16,9667,2,50.0
16,6894,2,50.0
16,6710,1,50.0
17,3911,2,50.0
17,8265,3,50.0
17,9214,3,50.0
17,1990,1,50.0
17,931,3,50.0
17,1673,1,50.0
18,469,3,50.0
18,2163,3,50.0
18,8246,3,50.0
18,2312,3,50.0
18,1354,3,50.0
18,5071,3,50.0
18,8784,1,50.0
18,5688,2,50.0
18,1723,2,50.0
18,2310,1,50.0
19,322,1,50.0
19,3239,1,50.0
19,8947,2,50.0
19,5382,1,50.0
19,3621,3,50.0
19,3526,2,50.0
19,450,1,50.0
20,8537,2,50.0
20,1872,1,50.0
20,4205,3,50.0
20,8962,3,50.0
20,4181,2,50.0
21,2974,1,50.0
21,4329,3,50.0
21,4032,2,50.0
21,6339,1,50.0
21,3558,3,50.0
22,4144,3,50.0
22,4480,1,50.0
22,6359,1,50.0
22,1029,3,50.0
22,7283,3,50.0
22,8587,2,50.0
22,2789,2,50.0
22,857,2,50.0
23,5398,1,50.0
23,9311,1,50.0
23,2316,1,50.0
23,7368,1,50.0
23,8396,2,50.0
23,9462,1,50.0
23,7791,2,50.0
23,9922,3,50.0
24,4978,2,50.0
24,1794,2,50.0
24,6929,3,50.0
24,2198,2,50.0
24,9998,1,50.0
24,7575,2,50.0
24,8837,1,50.0
