1,Efectivo,2025-12-01 12:00:00,650.0
2,Efectivo,2025-12-01 12:00:00,450.0
3,Efectivo,2025-12-01 12:00:00,900.0
4,Efectivo,2025-12-01 12:00:00,500.0
5,Efectivo,2025-12-01 12:00:00,650.0
6,Efectivo,2025-12-01 12:00:00,500.0
7,Efectivo,2025-12-01 12:00:00,1000.0
8,Efectivo,2025-12-01 12:00:00,900.0
9,Efectivo,2025-12-01 12:00:00,800.0
10,Efectivo,2025-12-01 12:00:00,800.0
11,Efectivo,2025-12-01 12:00:00,950.0
12,Efectivo,2025-12-01 12:00:00,750.0
13,Efectivo,2025-12-01 12:00:00,900.0
14,Efectivo,2025-12-01 12:00:00,950.0
15,Efectivo,2025-12-01 12:00:00,850.0
16,Efectivo,2025-12-01 12:00:00,550.0
17,Efectivo,2025-12-01 12:00:00,650.0
18,Efectivo,2025-12-01 12:00:00,1200.0
19,Efectivo,2025-12-01 12:00:00,550.0
20,Efectivo,2025-12-01 12:00:00,550.0
21,Efectivo,2025-12-01 12:00:00,500.0
22,Efectivo,2025-12-01 12:00:00,850.0
23,Efectivo,2025-12-01 12:00:00,600.0
24,Efectivo,2025-12-01 12:00:00,1000.0
25,Efectivo,2025-12-01 12:00:00,1000.0
26,Efectivo,2025-12-01 12:00:00,750.0
27,Efectivo,2025-12-01 12:00:00,450.0
28,Efectivo,2025-12-01 12:00:00,650.0
29,Efectivo,2025-12-01 12:00:00,650.0
30,Efectivo,2025-12-01 12:00:00,950.0
31,Efectivo,2025-12-01 12:00:00,600.0
32,Efectivo,2025-12-01 12:00:00,850.0
33,Efectivo,2025-12-01 12:00:00,400.0
34,Efectivo,2025-12-01 12:00:00,1050.0
35,Efectivo,2025-12-01 12:00:00,500.0
36,Efectivo,2025-12-01 12:00:00,700.0
37,Efectivo,2025-12-01 12:00:00,800.0
38,Efectivo,2025-12-01 12:00:00,650.0
39,Efectivo,2025-12-01 12:00:00,700.0
40,Efectivo,2025-12-01 12:00:00,800.0
41,Efectivo,2025-12-01 12:00:00,750.0
42,Efectivo,2025-12-01 12:00:00,950.0
43,Efectivo,2025-12-01 12:00:00,500.0
44,Efectivo,2025-12-01 12:00:00,1200.0
45,Efectivo,2025-12-01 12:00:00,1000.0
46,Efectivo,2025-12-01 12:00:00,600.0
47,Efectivo,2025-12-01 12:00:00,1000.0
48,Efectivo,2025-12-01 12:00:00,800.0
49,Efectivo,2025-12-01 12:00:00,800.0
50,Efectivo,2025-12-01 12:00:00,650.0
51,Efectivo,2025-12-01 12:00:00,750.0
52,Efectivo,2025-12-01 12:00:00,400.0
53,Efectivo,2025-12-01 12:00:00,1200.0
54,Efectivo,2025-12-01 12:00:00,1100.0
55,Efectivo,2025-12-01 12:00:00,800.0
56,Efectivo,2025-12-01 12:00:00,350.0
57,Efectivo,2025-12-01 12:00:00,1000.0
58,Efectivo,2025-12-01 12:00:00,900.0
59,Efectivo,2025-12-01 12:00:00,600.0
60,Efectivo,2025-12-01 12:00:00,850.0
61,Efectivo,2025-12-01 12:00:00,550.0
62,Efectivo,2025-12-01 12:00:00,500.0
63,Efectivo,2025-12-01 12:00:00,600.0
64,Efectivo,2025-12-01 12:00:00,450.0
65,Efectivo,2025-12-01 12:00:00,900.0
66,Efectivo,2025-12-01 12:00:00,500.0
67,Efectivo,2025-12-01 12:00:00,1000.0
68,Efectivo,2025-12-01 12:00:00,550.0
69,Efectivo,2025-12-01 12:00:00,550.0
70,Efectivo,2025-12-01 12:00:00,950.0
71,Efectivo,2025-12-01 12:00:00,850.0
72,Efectivo,2025-12-01 12:00:00,800.0
73,Efectivo,2025-12-01 12:00:00,400.0
74,Efectivo,2025-12-01 12:00:00,950.0
75,Efectivo,2025-12-01 12:00:00,850.0
76,Efectivo,2025-12-01 12:00:00,650.0
77,Efectivo,2025-12-01 12:00:00,650.0
78,Efectivo,2025-12-01 12:00:00,650.0
79,Efectivo,2025-12-01 12:00:00,900.0
80,Efectivo,2025-12-01 12:00:00,1250.0
81,Efectivo,2025-12-01 12:00:00,850.0
82,Efectivo,2025-12-01 12:00:00,700.0
83,Efectivo,2025-12-01 12:00:00,700.0
84,Efectivo,2025-12-01 12:00:00,800.0
85,Efectivo,2025-12-01 12:00:00,1000.0
86,Efectivo,2025-12-01 12:00:00,400.0
87,Efectivo,2025-12-01 12:00:00,1300.0
88,Efectivo,2025-12-01 12:00:00,1150.0
89,Efectivo,2025-12-01 12:00:00,550.0
90,Efectivo,2025-12-01 12:00:00,750.0
91,Efectivo,2025-12-01 12:00:00,450.0
92,Efectivo,2025-12-01 12:00:00,550.0
93,Efectivo,2025-12-01 12:00:00,650.0
94,Efectivo,2025-12-01 12:00:00,900.0
